second,V_supply,V_in,I_other,I_in
+2.619505E+00,-0.0E+00,+2.410042E+00,+1.339E-03,-0.0E+00
+2.627255E+00,-66.946E-03,+2.443515E+00,+669E-06,-33.473E-03
+2.635005E+00,-0.0E+00,+2.443515E+00,+1.339E-03,+0.0E+00
+2.642755E+00,-66.946E-03,+2.476987E+00,-1.339E-03,+0.0E+00
+2.650505E+00,+0.0E+00,+2.476987E+00,+2.008E-03,-0.0E+00
+2.658255E+00,-0.0E+00,+2.443515E+00,+0.0E+00,-33.473E-03
+2.666005E+00,-66.946E-03,+2.443515E+00,+0.0E+00,+0.0E+00
+2.673755E+00,-66.946E-03,+2.443515E+00,+0.0E+00,+0.0E+00
+2.681505E+00,-66.946E-03,+2.443515E+00,+0.0E+00,+0.0E+00
+2.689255E+00,-66.946E-03,+2.476987E+00,+669E-06,-0.0E+00
+2.697005E+00,-0.0E+00,+2.443515E+00,+0.0E+00,-66.946E-03
+2.704755E+00,-66.946E-03,+2.476987E+00,+669E-06,+0.0E+00
+2.712505E+00,+0.0E+00,+2.443515E+00,-669E-06,+0.0E+00
+2.720255E+00,-0.0E+00,+2.410042E+00,+669E-06,-0.0E+00
+2.728005E+00,-66.946E-03,+2.476987E+00,-669E-06,-33.473E-03
+2.735755E+00,+0.0E+00,+2.443515E+00,+0.0E+00,+0.0E+00
+2.743505E+00,+0.0E+00,+2.410042E+00,+1.339E-03,+0.0E+00
+2.751256E+00,-0.0E+00,+2.443515E+00,+1.339E-03,+0.0E+00
+2.759006E+00,-66.946E-03,+2.443515E+00,+0.0E+00,-0.0E+00
+2.766756E+00,+0.0E+00,+2.443515E+00,+669E-06,-33.473E-03
+2.774506E+00,+0.0E+00,+2.443515E+00,+669E-06,+0.0E+00
+2.782256E+00,+0.0E+00,+2.410042E+00,-2.008E-03,+0.0E+00
+2.790006E+00,-0.0E+00,+2.443515E+00,+0.0E+00,+0.0E+00
+2.797756E+00,-66.946E-03,+2.443515E+00,+669E-06,+33.473E-03
+2.805506E+00,+0.0E+00,+2.443515E+00,-2.008E-03,+0.0E+00
+2.813256E+00,-0.0E+00,+2.443515E+00,-669E-06,-0.0E+00
+2.821006E+00,-66.946E-03,+2.443515E+00,-2.678E-03,-33.473E-03
+2.828756E+00,+0.0E+00,+2.410042E+00,-1.339E-03,+0.0E+00
+2.836506E+00,+0.0E+00,+2.476987E+00,+0.0E+00,+0.0E+00
+2.844256E+00,-0.0E+00,+2.476987E+00,+669E-06,+0.0E+00
+2.852006E+00,-66.946E-03,+2.443515E+00,-2.678E-03,+0.0E+00
+2.859756E+00,+0.0E+00,+2.443515E+00,+669E-06,-0.0E+00
+2.867506E+00,+0.0E+00,+2.443515E+00,+669E-06,-33.473E-03
+2.875256E+00,+0.0E+00,+2.443515E+00,+669E-06,-66.946E-03
+2.883006E+00,+0.0E+00,+2.443515E+00,-2.008E-03,+0.0E+00
+2.890756E+00,+0.0E+00,+2.443515E+00,-669E-06,-0.0E+00
+2.898506E+00,+0.0E+00,+2.410042E+00,-669E-06,-33.473E-03
+2.906256E+00,+0.0E+00,+2.443515E+00,+669E-06,+0.0E+00
+2.914006E+00,-0.0E+00,+2.443515E+00,-669E-06,+0.0E+00
+2.921756E+00,-66.946E-03,+2.443515E+00,+0.0E+00,+0.0E+00
+2.929506E+00,+0.0E+00,+2.476987E+00,+669E-06,+33.473E-03
+2.937256E+00,+0.0E+00,+2.443515E+00,+669E-06,+0.0E+00
+2.945006E+00,+0.0E+00,+2.476987E+00,+669E-06,+0.0E+00
+2.952756E+00,+0.0E+00,+2.443515E+00,+0.0E+00,-0.0E+00
+2.960506E+00,-0.0E+00,+2.443515E+00,+0.0E+00,-33.473E-03
+2.968256E+00,-66.946E-03,+2.443515E+00,+669E-06,+33.473E-03
+2.976006E+00,+0.0E+00,+2.443515E+00,-1.339E-03,-33.473E-03
+2.983756E+00,+0.0E+00,+2.443515E+00,-669E-06,+0.0E+00
+2.991506E+00,-0.0E+00,+2.443515E+00,-669E-06,+0.0E+00
+2.999256E+00,-66.946E-03,+2.443515E+00,+669E-06,+33.473E-03
+3.007006E+00,-66.946E-03,+2.443515E+00,-669E-06,+33.473E-03
+3.014756E+00,+0.0E+00,+2.443515E+00,+669E-06,-33.473E-03
+3.022506E+00,-0.0E+00,+2.443515E+00,-2.008E-03,-0.0E+00
+3.030256E+00,-66.946E-03,+2.410042E+00,+669E-06,-33.473E-03
+3.038006E+00,+0.0E+00,+2.443515E+00,+0.0E+00,-0.0E+00
+3.045756E+00,+0.0E+00,+2.443515E+00,+669E-06,-66.946E-03
+3.053506E+00,+0.0E+00,+2.476987E+00,+2.678E-03,+0.0E+00
+3.061256E+00,+0.0E+00,+2.443515E+00,-669E-06,-0.0E+00
+3.069006E+00,+0.0E+00,+2.443515E+00,+2.678E-03,-33.473E-03
+3.076756E+00,+0.0E+00,+2.476987E+00,+669E-06,+0.0E+00
+3.084506E+00,+66.946E-03,+2.476987E+00,+669E-06,-0.0E+00
+3.092256E+00,+0.0E+00,+2.443515E+00,-1.339E-03,-33.473E-03
+3.100006E+00,-0.0E+00,+2.476987E+00,-669E-06,-0.0E+00
+3.107756E+00,-66.946E-03,+2.443515E+00,-669E-06,-33.473E-03
+3.115506E+00,-66.946E-03,+2.443515E+00,+2.008E-03,+0.0E+00
+3.123256E+00,-66.946E-03,+2.443515E+00,+0.0E+00,+0.0E+00
+3.131006E+00,-66.946E-03,+2.410042E+00,-0.0E+00,+33.473E-03
+3.138756E+00,-0.0E+00,+2.443515E+00,-1.339E-03,+33.473E-03
+3.146506E+00,-66.946E-03,+2.443515E+00,-1.339E-03,+0.0E+00
+3.154256E+00,-66.946E-03,+2.443515E+00,-669E-06,-0.0E+00
+3.162006E+00,-0.0E+00,+2.476987E+00,-0.0E+00,-33.473E-03
+3.169756E+00,-66.946E-03,+2.443515E+00,-1.339E-03,+0.0E+00
+3.177506E+00,-66.946E-03,+2.443515E+00,+1.339E-03,-0.0E+00
+3.185256E+00,-0.0E+00,+2.443515E+00,-669E-06,-33.473E-03
+3.193006E+00,-66.946E-03,+2.443515E+00,+669E-06,-33.473E-03
+3.200756E+00,-66.946E-03,+2.410042E+00,-3.347E-03,+0.0E+00
+3.208506E+00,+0.0E+00,+2.443515E+00,-2.678E-03,+33.473E-03
+3.216256E+00,+0.0E+00,+2.443515E+00,-669E-06,+0.0E+00
+3.224006E+00,+0.0E+00,+2.443515E+00,-1.339E-03,-0.0E+00
+3.231756E+00,+0.0E+00,+2.443515E+00,+669E-06,-33.473E-03
+3.239506E+00,+0.0E+00,+2.410042E+00,+0.0E+00,-33.473E-03
+3.247256E+00,+0.0E+00,+2.443515E+00,+1.339E-03,-33.473E-03
+3.255007E+00,+0.0E+00,+2.443515E+00,-1.339E-03,-33.473E-03
+3.262757E+00,+0.0E+00,+2.476987E+00,-1.339E-03,-33.473E-03
+3.270507E+00,-0.0E+00,+2.410042E+00,-1.339E-03,-33.473E-03
+3.278257E+00,-66.946E-03,+2.443515E+00,-2.678E-03,+33.473E-03
+3.286007E+00,-0.0E+00,+2.410042E+00,+1.339E-03,-0.0E+00
+3.293757E+00,-66.946E-03,+2.443515E+00,-669E-06,-33.473E-03
+3.301507E+00,+0.0E+00,+2.443515E+00,-0.0E+00,-0.0E+00
+3.309257E+00,+66.946E-03,+2.410042E+00,-669E-06,-66.946E-03
+3.317007E+00,+0.0E+00,+2.410042E+00,-2.008E-03,-33.473E-03
+3.324757E+00,+0.0E+00,+2.443515E+00,+669E-06,-33.473E-03
+3.332507E+00,+0.0E+00,+2.410042E+00,-669E-06,+0.0E+00
+3.340257E+00,-0.0E+00,+2.443515E+00,+669E-06,-0.0E+00
+3.348007E+00,-66.946E-03,+2.443515E+00,-1.339E-03,-33.473E-03
+3.355757E+00,-66.946E-03,+2.476987E+00,-0.0E+00,-33.473E-03
+3.363507E+00,+0.0E+00,+2.410042E+00,-669E-06,-33.473E-03
+3.371257E+00,+0.0E+00,+2.443515E+00,-2.008E-03,+0.0E+00
+3.379007E+00,+0.0E+00,+2.443515E+00,+0.0E+00,+0.0E+00
+3.386757E+00,-0.0E+00,+2.443515E+00,+0.0E+00,-0.0E+00
+3.394507E+00,-66.946E-03,+2.410042E+00,+0.0E+00,-33.473E-03
+3.402257E+00,-0.0E+00,+2.443515E+00,+669E-06,+0.0E+00
+3.410007E+00,-66.946E-03,+2.410042E+00,-1.339E-03,+33.473E-03
+3.417757E+00,-0.0E+00,+2.443515E+00,+1.339E-03,+33.473E-03
+3.425507E+00,-66.946E-03,+2.443515E+00,-2.008E-03,+0.0E+00
+3.433257E+00,-66.946E-03,+2.443515E+00,+2.678E-03,+0.0E+00
+3.441007E+00,-66.946E-03,+2.443515E+00,+0.0E+00,+0.0E+00
+3.448757E+00,-66.946E-03,+2.443515E+00,+1.339E-03,-0.0E+00
+3.456507E+00,+0.0E+00,+2.410042E+00,-1.339E-03,-33.473E-03
+3.464257E+00,+0.0E+00,+2.410042E+00,-669E-06,-0.0E+00
+3.472007E+00,+0.0E+00,+2.410042E+00,-2.678E-03,-33.473E-03
+3.479757E+00,+0.0E+00,+2.443515E+00,+0.0E+00,-33.473E-03
+3.487507E+00,-0.0E+00,+2.476987E+00,+669E-06,+0.0E+00
+3.495257E+00,-66.946E-03,+2.443515E+00,-2.008E-03,+0.0E+00
+3.503007E+00,-66.946E-03,+2.443515E+00,-669E-06,+33.473E-03
+3.510757E+00,-0.0E+00,+2.443515E+00,-1.339E-03,+33.473E-03
+3.518507E+00,-66.946E-03,+2.410042E+00,+2.008E-03,+0.0E+00
+3.526257E+00,+0.0E+00,+2.443515E+00,+2.008E-03,-0.0E+00
+3.534007E+00,+0.0E+00,+2.443515E+00,+0.0E+00,-33.473E-03
+3.541757E+00,-0.0E+00,+2.443515E+00,-0.0E+00,+0.0E+00
+3.549507E+00,-66.946E-03,+2.443515E+00,-1.339E-03,-0.0E+00
+3.557257E+00,-66.946E-03,+2.443515E+00,-2.678E-03,-33.473E-03
+3.565007E+00,+0.0E+00,+2.476987E+00,+0.0E+00,+0.0E+00
+3.572757E+00,+0.0E+00,+2.443515E+00,+669E-06,-0.0E+00
+3.580507E+00,-0.0E+00,+2.443515E+00,-1.339E-03,-33.473E-03
+3.588257E+00,-66.946E-03,+2.443515E+00,+2.678E-03,-33.473E-03
+3.596007E+00,+0.0E+00,+2.476987E+00,-1.339E-03,-33.473E-03
+3.603757E+00,+0.0E+00,+2.443515E+00,-2.008E-03,-33.473E-03
+3.611507E+00,+0.0E+00,+2.443515E+00,+669E-06,+33.473E-03
+3.619257E+00,+0.0E+00,+2.410042E+00,-669E-06,+0.0E+00
+3.627007E+00,-0.0E+00,+2.410042E+00,-669E-06,-0.0E+00
+3.634757E+00,-66.946E-03,+2.410042E+00,-669E-06,-66.946E-03
+3.642507E+00,+0.0E+00,+2.410042E+00,-1.339E-03,-33.473E-03
+3.650257E+00,+0.0E+00,+2.410042E+00,+0.0E+00,-33.473E-03
+3.658007E+00,-0.0E+00,+2.476987E+00,+0.0E+00,-33.473E-03
+3.665757E+00,-66.946E-03,+2.443515E+00,+1.339E-03,-0.0E+00
+3.673507E+00,-66.946E-03,+2.410042E+00,+0.0E+00,-33.473E-03
+3.681257E+00,-0.0E+00,+2.410042E+00,+1.339E-03,+0.0E+00
+3.689007E+00,-66.946E-03,+2.443515E+00,+0.0E+00,+0.0E+00
+3.696757E+00,+0.0E+00,+2.443515E+00,+1.339E-03,-0.0E+00
+3.704507E+00,+0.0E+00,+2.443515E+00,-1.339E-03,-33.473E-03
+3.712257E+00,+0.0E+00,+2.410042E+00,-2.008E-03,-33.473E-03
+3.720007E+00,+0.0E+00,+2.410042E+00,-1.339E-03,-33.473E-03
+3.727757E+00,+0.0E+00,+2.476987E+00,+1.339E-03,-0.0E+00
+3.735507E+00,+0.0E+00,+2.443515E+00,-1.339E-03,-33.473E-03
+3.743257E+00,+0.0E+00,+2.410042E+00,-1.339E-03,-33.473E-03
+3.751008E+00,+0.0E+00,+2.410042E+00,+0.0E+00,-33.473E-03
+3.758758E+00,+0.0E+00,+2.410042E+00,+0.0E+00,-33.473E-03
+3.766508E+00,+0.0E+00,+2.476987E+00,+669E-06,-33.473E-03
+3.774258E+00,-0.0E+00,+2.443515E+00,+5.356E-03,-0.0E+00
+3.782008E+00,-66.946E-03,+2.443515E+00,+4.017E-03,-66.946E-03
+3.789758E+00,+0.0E+00,+2.476987E+00,-0.0E+00,-0.0E+00
+3.797508E+00,-0.0E+00,+2.443515E+00,-1.339E-03,-33.473E-03
+3.805258E+00,-66.946E-03,+2.410042E+00,+1.339E-03,+0.0E+00
+3.813008E+00,+0.0E+00,+2.410042E+00,-669E-06,-0.0E+00
+3.820758E+00,-0.0E+00,+2.476987E+00,+0.0E+00,-33.473E-03
+3.828508E+00,-66.946E-03,+2.410042E+00,+1.339E-03,+0.0E+00
+3.836258E+00,+0.0E+00,+2.443515E+00,-669E-06,-0.0E+00
+3.844008E+00,+66.946E-03,+2.476987E+00,+0.0E+00,-33.473E-03
+3.851758E+00,+66.946E-03,+2.410042E+00,+669E-06,-33.473E-03
+3.859508E+00,+0.0E+00,+2.410042E+00,+1.339E-03,-0.0E+00
+3.867258E+00,+0.0E+00,+2.476987E+00,-2.678E-03,-33.473E-03
+3.875008E+00,+0.0E+00,+2.410042E+00,-0.0E+00,-66.946E-03
+3.882758E+00,+0.0E+00,+2.410042E+00,-669E-06,-33.473E-03
+3.890508E+00,+0.0E+00,+2.443515E+00,-1.339E-03,-0.0E+00
+3.898258E+00,+0.0E+00,+2.476987E+00,+0.0E+00,-33.473E-03
+3.906008E+00,+0.0E+00,+2.410042E+00,+0.0E+00,-33.473E-03
+3.913758E+00,+0.0E+00,+2.476987E+00,-0.0E+00,+0.0E+00
+3.921508E+00,-0.0E+00,+2.410042E+00,-669E-06,-0.0E+00
+3.929258E+00,-66.946E-03,+2.443515E+00,-2.008E-03,-33.473E-03
+3.937008E+00,-0.0E+00,+2.410042E+00,-3.347E-03,-0.0E+00
+3.944758E+00,-66.946E-03,+2.410042E+00,-669E-06,-33.473E-03
+3.952508E+00,+0.0E+00,+2.410042E+00,-669E-06,-0.0E+00
+3.960258E+00,+0.0E+00,+2.410042E+00,-669E-06,-33.473E-03
+3.968008E+00,+0.0E+00,+2.410042E+00,-669E-06,-33.473E-03
+3.975758E+00,-0.0E+00,+2.443515E+00,-2.008E-03,+0.0E+00
+3.983508E+00,-66.946E-03,+2.443515E+00,+1.339E-03,+0.0E+00
+3.991258E+00,+0.0E+00,+2.443515E+00,-669E-06,-0.0E+00
+3.999008E+00,+0.0E+00,+2.410042E+00,-669E-06,-33.473E-03
+4.006758E+00,-0.0E+00,+2.443515E+00,-669E-06,-0.0E+00
+4.014508E+00,-66.946E-03,+2.410042E+00,+669E-06,-66.946E-03
+4.022258E+00,+0.0E+00,+2.410042E+00,-2.008E-03,-33.473E-03
+4.030008E+00,+0.0E+00,+2.410042E+00,+0.0E+00,-33.473E-03
+4.037758E+00,+0.0E+00,+2.410042E+00,+0.0E+00,-33.473E-03
+4.045508E+00,-0.0E+00,+2.443515E+00,+0.0E+00,-33.473E-03
+4.053258E+00,-66.946E-03,+2.443515E+00,-0.0E+00,-0.0E+00
+4.061008E+00,-0.0E+00,+2.443515E+00,-1.339E-03,-33.473E-03
+4.068758E+00,-66.946E-03,+2.410042E+00,-0.0E+00,-0.0E+00
+4.076508E+00,+0.0E+00,+2.410042E+00,-669E-06,-33.473E-03
+4.084258E+00,+0.0E+00,+2.410042E+00,-1.339E-03,+0.0E+00
+4.092008E+00,+0.0E+00,+2.476987E+00,-1.339E-03,-0.0E+00
+4.099758E+00,-0.0E+00,+2.376569E+00,+669E-06,-33.473E-03
+4.107508E+00,-66.946E-03,+2.443515E+00,+1.339E-03,-0.0E+00
+4.115258E+00,-0.0E+00,+2.410042E+00,-3.347E-03,-33.473E-03
+4.123008E+00,-66.946E-03,+2.410042E+00,-1.339E-03,+33.473E-03
+4.130758E+00,+0.0E+00,+2.476987E+00,-0.0E+00,-0.0E+00
+4.138508E+00,+66.946E-03,+2.476987E+00,-3.347E-03,-33.473E-03
+4.146258E+00,-66.946E-03,+2.476987E+00,-669E-06,+0.0E+00
+4.154008E+00,-66.946E-03,+2.443515E+00,+669E-06,-0.0E+00
+4.161758E+00,+0.0E+00,+2.443515E+00,+669E-06,-33.473E-03
+4.169508E+00,+0.0E+00,+2.443515E+00,-0.0E+00,-33.473E-03
+4.177258E+00,-0.0E+00,+2.410042E+00,-669E-06,+0.0E+00
+4.185008E+00,-66.946E-03,+2.443515E+00,-2.008E-03,-0.0E+00
+4.192758E+00,-66.946E-03,+2.443515E+00,-669E-06,-33.473E-03
+4.200508E+00,-66.946E-03,+2.410042E+00,-669E-06,+0.0E+00
+4.208258E+00,-66.946E-03,+2.410042E+00,-2.008E-03,+0.0E+00
+4.216008E+00,+0.0E+00,+2.443515E+00,-669E-06,+0.0E+00
+4.223758E+00,+0.0E+00,+2.476987E+00,+0.0E+00,-0.0E+00
+4.231508E+00,+0.0E+00,+2.410042E+00,+2.008E-03,-33.473E-03
+4.239258E+00,+0.0E+00,+2.410042E+00,-669E-06,-33.473E-03
+4.247008E+00,+0.0E+00,+2.410042E+00,-2.008E-03,-33.473E-03
+4.254759E+00,+0.0E+00,+2.410042E+00,+0.0E+00,+0.0E+00
+4.262509E+00,+66.946E-03,+2.410042E+00,+0.0E+00,-0.0E+00
+4.270259E+00,-0.0E+00,+2.410042E+00,+669E-06,-33.473E-03
+4.278009E+00,-66.946E-03,+2.410042E+00,+2.678E-03,+0.0E+00
+4.285759E+00,-66.946E-03,+2.443515E+00,-2.008E-03,-0.0E+00
+4.293509E+00,+0.0E+00,+2.410042E+00,+2.008E-03,-66.946E-03
+4.301259E+00,+0.0E+00,+2.410042E+00,-1.339E-03,+0.0E+00
+4.309009E+00,-0.0E+00,+2.443515E+00,-669E-06,-0.0E+00
+4.316759E+00,-66.946E-03,+2.443515E+00,+1.339E-03,-33.473E-03
+4.324509E+00,+0.0E+00,+2.443515E+00,-0.0E+00,-0.0E+00
+4.332259E+00,+0.0E+00,+2.443515E+00,-2.678E-03,-33.473E-03
+4.340009E+00,-0.0E+00,+2.476987E+00,+669E-06,+0.0E+00
+4.347759E+00,-66.946E-03,+2.443515E+00,-0.0E+00,+0.0E+00
+4.355509E+00,+0.0E+00,+2.476987E+00,-2.678E-03,-0.0E+00
+4.363259E+00,+0.0E+00,+2.410042E+00,-3.347E-03,-33.473E-03
+4.371009E+00,-0.0E+00,+2.410042E+00,+0.0E+00,-33.473E-03
+4.378759E+00,-66.946E-03,+2.443515E+00,+1.339E-03,-33.473E-03
+4.386509E+00,+0.0E+00,+2.443515E+00,-2.008E-03,+0.0E+00
+4.394259E+00,+0.0E+00,+2.410042E+00,+669E-06,-0.0E+00
+4.402009E+00,-0.0E+00,+2.410042E+00,-2.678E-03,-33.473E-03
+4.409759E+00,-66.946E-03,+2.443515E+00,+669E-06,+33.473E-03
+4.417509E+00,+0.0E+00,+2.443515E+00,-669E-06,-0.0E+00
+4.425259E+00,+0.0E+00,+2.443515E+00,-1.339E-03,-33.473E-03
+4.433009E+00,+0.0E+00,+2.443515E+00,-1.339E-03,+0.0E+00
+4.440759E+00,+0.0E+00,+2.443515E+00,+1.339E-03,+0.0E+00
+4.448509E+00,+0.0E+00,+2.410042E+00,-669E-06,+33.473E-03
+4.456259E+00,-0.0E+00,+2.410042E+00,+669E-06,+0.0E+00
+4.464009E+00,-66.946E-03,+2.410042E+00,-0.0E+00,+33.473E-03
+4.471759E+00,+0.0E+00,+2.410042E+00,-2.008E-03,-0.0E+00
+4.479509E+00,+0.0E+00,+2.476987E+00,+0.0E+00,-33.473E-03
+4.487259E+00,-0.0E+00,+2.410042E+00,+1.339E-03,+33.473E-03
+4.495009E+00,-66.946E-03,+2.443515E+00,+0.0E+00,+0.0E+00
+4.502759E+00,+0.0E+00,+2.410042E+00,+669E-06,+0.0E+00
+4.510509E+00,+0.0E+00,+2.443515E+00,-0.0E+00,-0.0E+00
+4.518259E+00,+0.0E+00,+2.410042E+00,-669E-06,-33.473E-03
+4.526009E+00,-0.0E+00,+2.410042E+00,-1.339E-03,+0.0E+00
+4.533759E+00,-66.946E-03,+2.443515E+00,-669E-06,+33.473E-03
+4.541509E+00,-0.0E+00,+2.410042E+00,-2.008E-03,-33.473E-03
+4.549259E+00,-66.946E-03,+2.443515E+00,-0.0E+00,+0.0E+00
+4.557009E+00,+0.0E+00,+2.476987E+00,-4.017E-03,-0.0E+00
+4.564759E+00,+0.0E+00,+2.443515E+00,-2.008E-03,-33.473E-03
+4.572509E+00,+0.0E+00,+2.443515E+00,-0.0E+00,-0.0E+00
+4.580259E+00,-0.0E+00,+2.410042E+00,-2.008E-03,-66.946E-03
+4.588009E+00,-66.946E-03,+2.443515E+00,+2.678E-03,+0.0E+00
+4.595759E+00,+0.0E+00,+2.410042E+00,-1.339E-03,+0.0E+00
+4.603509E+00,+0.0E+00,+2.476987E+00,+0.0E+00,-0.0E+00
+4.611259E+00,+0.0E+00,+2.476987E+00,+669E-06,-33.473E-03
+4.619009E+00,+0.0E+00,+2.443515E+00,-2.008E-03,+0.0E+00
+4.626759E+00,-0.0E+00,+2.410042E+00,-669E-06,+0.0E+00
+4.634509E+00,-66.946E-03,+2.476987E+00,+2.008E-03,-0.0E+00
+4.642259E+00,-0.0E+00,+2.443515E+00,+669E-06,-33.473E-03
+4.650009E+00,-66.946E-03,+2.410042E+00,+669E-06,+0.0E+00
+4.657759E+00,+0.0E+00,+2.476987E+00,+669E-06,+0.0E+00
+4.665509E+00,-0.0E+00,+2.410042E+00,+669E-06,+0.0E+00
+4.673259E+00,-66.946E-03,+2.443515E+00,+669E-06,+0.0E+00
+4.681009E+00,-0.0E+00,+2.410042E+00,-1.339E-03,+33.473E-03
+4.688759E+00,-66.946E-03,+2.443515E+00,-1.339E-03,-0.0E+00
+4.696509E+00,-66.946E-03,+2.443515E+00,-2.678E-03,-33.473E-03
+4.704259E+00,-66.946E-03,+2.410042E+00,-0.0E+00,-0.0E+00
+4.712009E+00,-0.0E+00,+2.410042E+00,-1.339E-03,-66.946E-03
+4.719759E+00,-66.946E-03,+2.410042E+00,-2.008E-03,-33.473E-03
+4.727509E+00,+0.0E+00,+2.410042E+00,-2.008E-03,-33.473E-03
+4.735259E+00,+0.0E+00,+2.410042E+00,-1.339E-03,-33.473E-03
+4.743009E+00,-0.0E+00,+2.410042E+00,+0.0E+00,-33.473E-03
+4.750760E+00,-66.946E-03,+2.443515E+00,+1.339E-03,-33.473E-03
+4.758510E+00,-0.0E+00,+2.410042E+00,-2.008E-03,+33.473E-03
+4.766260E+00,-66.946E-03,+2.443515E+00,-669E-06,-33.473E-03
+4.774010E+00,+0.0E+00,+2.410042E+00,-2.678E-03,+0.0E+00
+4.781760E+00,+0.0E+00,+2.410042E+00,+669E-06,+0.0E+00
+4.789510E+00,+0.0E+00,+2.443515E+00,+669E-06,-0.0E+00
+4.797260E+00,+0.0E+00,+2.410042E+00,+669E-06,-66.946E-03
+4.805010E+00,+0.0E+00,+2.410042E+00,+1.339E-03,-33.473E-03
+4.812760E+00,+0.0E+00,+2.410042E+00,+0.0E+00,+0.0E+00
+4.820510E+00,+0.0E+00,+2.443515E+00,+669E-06,-0.0E+00
+4.828260E+00,+0.0E+00,+2.476987E+00,+669E-06,-33.473E-03
+4.836010E+00,+0.0E+00,+2.410042E+00,-1.339E-03,+0.0E+00
+4.843760E+00,+0.0E+00,+2.410042E+00,-669E-06,+0.0E+00
+4.851510E+00,-0.0E+00,+2.410042E+00,+669E-06,+0.0E+00
+4.859260E+00,-66.946E-03,+2.410042E+00,-2.678E-03,+33.473E-03
+4.867010E+00,+0.0E+00,+2.410042E+00,-2.678E-03,-0.0E+00
+4.874760E+00,+0.0E+00,+2.443515E+00,+2.008E-03,-33.473E-03
+4.882510E+00,-0.0E+00,+2.443515E+00,-1.339E-03,-33.473E-03
+4.890260E+00,-66.946E-03,+2.410042E+00,-2.008E-03,-33.473E-03
+4.898010E+00,-0.0E+00,+2.410042E+00,+1.339E-03,-33.473E-03
+4.905760E+00,-66.946E-03,+2.410042E+00,+0.0E+00,+33.473E-03
+4.913510E+00,-66.946E-03,+2.410042E+00,+3.347E-03,+0.0E+00
+4.921260E+00,-66.946E-03,+2.410042E+00,+0.0E+00,-0.0E+00
+4.929010E+00,-0.0E+00,+2.443515E+00,+2.008E-03,-33.473E-03
+4.936760E+00,-66.946E-03,+2.476987E+00,-669E-06,-33.473E-03
+4.944510E+00,+0.0E+00,+2.410042E+00,-2.678E-03,-33.473E-03
+4.952260E+00,+0.0E+00,+2.443515E+00,-1.339E-03,-0.0E+00
+4.960010E+00,+0.0E+00,+2.410042E+00,-1.339E-03,-33.473E-03
+4.967760E+00,+0.0E+00,+2.410042E+00,-2.008E-03,+0.0E+00
+4.975510E+00,-0.0E+00,+2.443515E+00,-1.339E-03,+0.0E+00
+4.983260E+00,-66.946E-03,+2.410042E+00,-2.008E-03,+0.0E+00
+4.991010E+00,+0.0E+00,+2.443515E+00,-669E-06,-0.0E+00
+4.998760E+00,+0.0E+00,+2.376569E+00,+1.339E-03,-33.473E-03
+5.006510E+00,+0.0E+00,+2.410042E+00,-2.008E-03,+0.0E+00
+5.014260E+00,-0.0E+00,+2.443515E+00,-1.339E-03,+0.0E+00
+5.022010E+00,-133.891E-03,+2.443515E+00,+669E-06,-0.0E+00
+5.029760E+00,-66.946E-03,+2.410042E+00,+2.678E-03,-33.473E-03
+5.037510E+00,-0.0E+00,+2.443515E+00,-1.339E-03,+33.473E-03
+5.045260E+00,-66.946E-03,+2.410042E+00,-669E-06,+0.0E+00
+5.053010E+00,-66.946E-03,+2.410042E+00,-669E-06,+0.0E+00
+5.060760E+00,-0.0E+00,+2.410042E+00,-1.339E-03,+0.0E+00
+5.068510E+00,-66.946E-03,+2.410042E+00,-1.339E-03,+0.0E+00
+5.076260E+00,-66.946E-03,+2.410042E+00,+669E-06,+0.0E+00
+5.084010E+00,-66.946E-03,+2.410042E+00,-1.339E-03,-0.0E+00
+5.091760E+00,-66.946E-03,+2.410042E+00,-2.008E-03,-33.473E-03
+5.099510E+00,-66.946E-03,+2.443515E+00,-2.008E-03,+0.0E+00
+5.107260E+00,-0.0E+00,+2.410042E+00,-669E-06,+0.0E+00
+5.115010E+00,-66.946E-03,+2.410042E+00,+1.339E-03,-0.0E+00
+5.122760E+00,-66.946E-03,+2.443515E+00,-1.339E-03,-33.473E-03
+5.130510E+00,-66.946E-03,+2.443515E+00,+669E-06,+0.0E+00
+5.138260E+00,+0.0E+00,+2.443515E+00,-0.0E+00,+0.0E+00
+5.146010E+00,-0.0E+00,+2.443515E+00,-2.008E-03,+0.0E+00
+5.153760E+00,-66.946E-03,+2.443515E+00,-0.0E+00,+0.0E+00
+5.161510E+00,-66.946E-03,+2.443515E+00,-669E-06,-0.0E+00
+5.169260E+00,+0.0E+00,+2.410042E+00,-1.339E-03,-66.946E-03
+5.177010E+00,+0.0E+00,+2.410042E+00,+0.0E+00,-33.473E-03
+5.184760E+00,+0.0E+00,+2.410042E+00,+2.008E-03,+0.0E+00
+5.192510E+00,-0.0E+00,+2.410042E+00,+1.339E-03,+0.0E+00
+5.200260E+00,-66.946E-03,+2.410042E+00,+1.339E-03,+0.0E+00
+5.208010E+00,+0.0E+00,+2.410042E+00,-0.0E+00,+0.0E+00
+5.215760E+00,+0.0E+00,+2.410042E+00,-1.339E-03,+0.0E+00
+5.223510E+00,+66.946E-03,+2.443515E+00,+2.008E-03,+0.0E+00
+5.231260E+00,+0.0E+00,+2.443515E+00,-669E-06,+0.0E+00
